index,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,selling_price,sale_date
169,2013,hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae0dh358462,ca,45.0,37290.0,white,beige,enterprise vehicle exchange/orange,11400.0,11000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
170,2013,hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzw3la5dg114166,ca,47.0,17367.0,black,beige,hyundai motor america/co car,21400.0,24100.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
171,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm714973,ca,43.0,11847.0,white,beige,nissan infiniti lt,24200.0,25000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
172,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm719505,ca,41.0,15562.0,gray,black,nissan infiniti lt,23800.0,24500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
173,2013,hyundai,Sonata,Limited,Sedan,automatic,5npec4ac2dh608074,ca,43.0,18479.0,white,burgundy,hyundai motor america/co car,16900.0,18100.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
174,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm711170,ca,44.0,22021.0,black,black,nissan infiniti lt,23000.0,22000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
175,2013,hyundai,Accent,GLS,Sedan,automatic,kmhct4ae9du436426,ca,2.0,34136.0,black,beige,enterprise vehicle exchange / tra / rental / tulsa,9700.0,8100.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
176,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm710348,ca,4.0,28668.0,gray,black,nissan infiniti lt,22400.0,23000.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
177,2013,hyundai,Veloster,Turbo,Hatchback,automatic,kmhtc6ae4du168333,ca,36.0,10474.0,white,black,hyundai motor america/co car,15000.0,16100.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
178,2013,infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek3dm921383,ca,42.0,16338.0,gray,black,nissan infiniti lt,25700.0,25500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
179,2013,hyundai,Accent,GLS,Sedan,automatic,kmhct4ae6du446069,ca,6.0,47010.0,silver,gray,hertz/tra,9275.0,3500.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
180,2013,hyundai,Elantra Coupe,SE,Elantra Coupe,automatic,kmhdh6ae8du000216,ca,43.0,11809.0,black,black,hyundai motor america/co car,14600.0,16100.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
181,2013,infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ekxdm920134,ca,42.0,15131.0,white,black,nissan infiniti lt,25900.0,26000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
182,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm301420,ca,45.0,28053.0,black,black,nissan infiniti lt,22300.0,25000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
183,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm711499,ca,41.0,19587.0,blue,gray,nissan infiniti lt,23300.0,23500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
184,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm712628,ca,46.0,20246.0,gray,black,nissan infiniti lt,23200.0,24750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
185,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm300469,ca,41.0,19957.0,black,beige,nissan infiniti lt,23300.0,21750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
186,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm712658,ca,37.0,17337.0,white,black,nissan infiniti lt,23600.0,20250.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
187,2013,hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh682009,ca,1.0,48510.0,white,tan,hertz/tra,11350.0,6500.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
188,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm716627,ca,36.0,23104.0,blue,black,nissan infiniti lt,22900.0,22750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
189,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm713263,ca,46.0,5017.0,white,beige,nissan infiniti lt,25100.0,23500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
190,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm714785,ca,22.0,24054.0,gray,black,nissan infiniti lt,22900.0,18750.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
191,2013,hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh743407,ca,37.0,36194.0,silver,gray,avis rac/san leandro,12150.0,13200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
192,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm715258,ca,26.0,14264.0,white,tan,nissan infiniti lt,23900.0,20750.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
193,2013,hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a41da089739,ca,47.0,8595.0,silver,gray,hyundai motor america/co car,19100.0,18500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
194,2013,hyundai,Accent,GS,Hatchback,automatic,kmhct5ae4du128991,ca,46.0,9927.0,black,black,hyundai motor america/co car,10800.0,11300.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
195,2013,hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh335103,ca,35.0,37759.0,beige,beige,avis corporation,11400.0,11800.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
196,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm300757,ca,43.0,17232.0,white,black,nissan infiniti lt,23600.0,24500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
197,2013,infiniti,FX,FX37,SUV,automatic,jn8cs1mw7dm174050,ca,41.0,40087.0,gray,black,infiniti financial services,27700.0,27250.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
198,2013,hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh388614,ca,1.0,25960.0,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,12100.0,8800.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
199,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm711376,ca,35.0,25132.0,white,black,nissan infiniti lt,22600.0,23500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
200,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm711712,ca,43.0,14887.0,gray,black,nissan infiniti lt,23900.0,24500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
201,2013,hyundai,Accent,GLS,Sedan,automatic,kmhct4ae3du421257,ca,36.0,41841.0,gray,beige,dtg operations inc,9425.0,9400.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
202,2013,hyundai,Azera,Base,Sedan,automatic,kmhfg4jgxda201053,ca,45.0,34566.0,silver,black,hyundai motor america/co car,20000.0,20300.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
203,2013,hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzwdla8dg094937,ca,5.0,10747.0,black,black,hyundai motor america/co car,19850.0,25800.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
204,2013,hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh320214,ca,1.0,42798.0,gray,gray,fox rent a car tra,11100.0,7600.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
205,2013,hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a46da091339,ca,44.0,16684.0,white,tan,hyundai motor america/co car,14900.0,14800.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
206,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm711108,ca,19.0,18420.0,gray,beige,nissan infiniti lt,23700.0,18250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
207,2013,hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae2dh375957,ca,2.0,35824.0,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,11500.0,8700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
208,2013,infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek2dm920760,ca,41.0,17090.0,black,black,nissan infiniti lt,25600.0,21500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
209,2013,infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek1dm921866,ca,26.0,12735.0,black,black,nissan infiniti lt,26300.0,22500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
210,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714507,ca,43.0,24031.0,blue,black,nissan infiniti lt,22800.0,20500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
211,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm711176,ca,37.0,29907.0,gray,black,nissan infiniti lt,21400.0,21000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
212,2013,hyundai,Tucson,GLS,SUV,automatic,km8ju3ac4du587297,ca,42.0,19109.0,red,black,hyundai motor america/co car,16450.0,17500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
213,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm713933,ca,43.0,26396.0,gray,black,nissan infiniti lt,22500.0,23750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
214,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm715158,ca,21.0,23507.0,gray,black,nissan infiniti lt,23000.0,21000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
215,2013,hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac9dh760050,ca,38.0,34745.0,white,tan,avis corporation,12250.0,12700.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
216,2013,hyundai,Elantra,Limited,Sedan,automatic,kmhdh4ae2du972303,ca,48.0,10564.0,black,gray,hyundai motor america/co car,15350.0,16500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
217,2013,hyundai,Azera,Base,Sedan,automatic,kmhfg4jg8da325905,ca,47.0,16132.0,black,black,hyundai motor america/co car,21200.0,21400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
218,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm302678,ca,47.0,16854.0,gray,gray,nissan infiniti lt,23600.0,25750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
219,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm712524,ca,44.0,19551.0,white,black,nissan infiniti lt,23300.0,25000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
220,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm301392,ca,44.0,14486.0,brown,black,nissan infiniti lt,23900.0,22000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
221,2013,hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a49da092260,ca,42.0,17831.0,white,beige,hyundai motor america/co car,17750.0,18200.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
222,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm713782,ca,27.0,26792.0,gray,gray,nissan infiniti lt,22600.0,18000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
223,2013,hyundai,Azera,Base,Sedan,automatic,kmhfh4jg7da330493,ca,43.0,19152.0,silver,beige,hyundai motor america/co car,21000.0,22200.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
224,2013,infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm920106,ca,44.0,19492.0,white,black,nissan infiniti lt,25300.0,26250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
225,2013,hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac1dh680502,ca,34.0,50160.0,blue,gray,avis rac/san leandro,11500.0,11900.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
226,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714605,ca,45.0,19368.0,white,black,nissan infiniti lt,23300.0,23000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
227,2013,hyundai,Genesis,5.0 R-Spec,Sedan,automatic,kmhgc4dh8du258211,ca,39.0,12154.0,white,black,hyundai motor america/co car,27900.0,27500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
228,2013,hyundai,Equus,Ultimate,Sedan,automatic,kmhgh4jh3du064689,ca,43.0,11566.0,white,beige,hyundai buybacks,36800.0,25000.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
229,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm713816,ca,47.0,25635.0,white,beige,nissan infiniti lt,22600.0,26500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
230,2013,hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh752037,ca,37.0,39062.0,blue,gray,avis corporation,12000.0,12200.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
231,2013,hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh327127,ca,2.0,29006.0,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,11900.0,8700.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
232,2013,hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae7du946909,ca,48.0,8559.0,red,beige,hyundai buybacks,13150.0,10800.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
233,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm712273,ca,39.0,26907.0,gray,black,nissan infiniti lt,22400.0,21750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
234,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm721977,ca,34.0,14765.0,gray,black,nissan infiniti lt,23900.0,23500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
235,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm710802,ca,43.0,18673.0,gray,gray,nissan infiniti lt,23400.0,22000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
236,2013,hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae2du726688,ca,4.8,37279.0,red,beige,enterprise vehicle exchange / tra / rental / tulsa,11400.0,4500.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
237,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm712489,ca,37.0,20707.0,white,black,nissan infiniti lt,23200.0,23500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
238,2013,hyundai,Veloster,Turbo,Hatchback,automatic,kmhtc6ae3du146243,ca,42.0,8467.0,black,black,hyundai motor america/co car,15050.0,16300.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
239,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm715250,ca,44.0,16009.0,gray,black,nissan infiniti lt,23700.0,22750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
240,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm714516,ca,4.0,15260.0,silver,black,nissan infiniti lt,23800.0,24500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
241,2013,hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a4xda091084,ca,44.0,9539.0,silver,gray,hyundai motor america/co car,15450.0,14900.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
242,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm300417,ca,36.0,20976.0,black,black,nissan infiniti lt,23100.0,21000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
243,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm714428,ca,46.0,22294.0,black,black,nissan infiniti lt,23000.0,24750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
244,2013,hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3dh722331,ca,2.0,44135.0,gray,gray,fox rent a car tra,11650.0,8400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
245,2013,infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek7dm921385,ca,4.0,30556.0,gray,black,nissan infiniti lt,23900.0,23500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
246,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm714792,ca,41.0,29731.0,white,beige,nissan infiniti lt,22100.0,21000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
247,2013,hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh385955,ca,1.0,36957.0,red,beige,enterprise vehicle exchange / tra / rental / tulsa,11400.0,9400.0,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
248,2013,infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek3dm920766,ca,44.0,13321.0,white,gray,nissan infiniti lt,26100.0,26000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
249,2013,hyundai,Azera,Base,Sedan,automatic,kmhfh4jg5da257916,ca,36.0,6552.0,black,black,hyundai motor america/co car,21800.0,21400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
250,2013,hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a4xda091246,ca,43.0,22143.0,red,beige,hyundai motor america/co car,17150.0,17100.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
251,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm719644,ca,45.0,23420.0,gray,black,nissan infiniti lt,22800.0,22250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
252,2013,hyundai,Accent,GLS,Sedan,automatic,kmhct4ae6du523099,ca,2.0,33078.0,white,beige,enterprise vehicle exchange / tra / rental / tulsa,9675.0,7800.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
253,2013,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm710375,ca,32.0,28875.0,gray,black,nissan infiniti lt,22200.0,21000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
254,2013,hyundai,Accent,SE,Hatchback,automatic,kmhcu5ae2du138898,ca,49.0,6747.0,gray,black,hyundai motor america/co car,11300.0,11900.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
255,2013,hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh344075,ca,44.0,38170.0,gray,beige,enterprise vehicle exchange/orange,11350.0,11600.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
